id,day_hour,clientip,GET,POST,HEAD,hour,no_of_client
7597,2019-01-22 3,66.249.66.439,1,0,0,3,1
7598,2019-01-23 9,5.62.206.69,1,0,0,9,1
7599,2019-01-22 5,66.111.54.881,1,0,0,5,1
7600,2019-01-22 9,66.111.54.447,1,0,0,9,1
7601,2019-01-22 2,66.111.54.915,1,0,0,2,1
7602,2019-01-22 0,66.111.54.978,1,0,0,0,1
7603,2019-01-22 7,66.249.66.384,1,0,0,7,1
7604,2019-01-22 3,66.249.66.323,1,0,0,3,1
7605,2019-01-22 3,66.249.66.962,1,0,0,3,1
7606,2019-01-13 6,54.36.148.819,1,0,0,6,1
7607,2019-01-22 7,66.111.54.217,1,0,0,7,1
7608,2019-01-22 0,66.249.66.734,3,0,0,0,3
7609,2019-01-22 9,2.179.141.861,0,1,0,9,1
7610,2019-01-22 9,204.18.198.811,1,0,0,9,1
7611,2019-01-22 7,5.78.198.11,0,1,0,7,1
7612,2019-01-22 7,66.249.66.733,1,0,0,7,1
7613,2019-01-22 1,5.211.97.379,1,0,0,1,1
7614,2019-01-22 4,5.211.97.435,1,0,0,4,1
7615,2019-01-22 1,66.111.54.991,1,0,0,1,1
7616,2019-01-22 5,66.249.66.634,1,0,0,5,1
7617,2019-01-22 5,5.211.97.991,1,0,0,5,1
7618,2019-01-22 7,66.111.54.303,1,0,0,7,1
7619,2019-01-22 1,66.111.54.685,1,0,0,1,1
7620,2019-01-22 9,91.99.72.415,1,0,0,9,1
7621,2019-01-22 9,91.99.72.39,0,1,0,9,1
7622,2019-01-22 0,91.99.72.161,1,0,0,0,1
7623,2019-01-22 1,91.99.72.992,0,1,0,1,1
7624,2019-01-22 11,66.249.66.854,1,0,0,11,1
7625,2019-01-22 4,31.56.96.187,1,0,0,4,1
7626,2019-01-22 2,66.111.54.993,1,0,0,2,1
7627,2019-01-22 10,91.99.72.152,1,0,0,10,1
7628,2019-01-22 0,66.249.66.680,1,0,0,0,1
7629,2019-01-22 9,66.249.66.347,1,0,0,9,1
7630,2019-01-22 2,66.111.54.513,1,0,0,2,1
7631,2019-01-22 0,91.99.72.990,0,1,0,0,1
7632,2019-01-22 2,91.99.72.274,0,1,0,2,1
7633,2019-01-22 0,2.179.141.749,0,1,0,0,1
7634,2019-01-22 3,54.36.148.45,1,0,0,3,1
7635,2019-01-22 4,31.56.96.564,1,0,0,4,1
7636,2019-01-22 6,5.209.200.382,1,0,0,6,1
7637,2019-01-22 9,207.46.13.50,1,0,0,9,1
7638,2019-01-15 9,5.211.97.39,0,1,0,9,1
7639,2019-01-22 9,5.211.97.224,1,0,0,9,1
7640,2019-01-22 7,5.209.200.543,1,0,0,7,1
7641,2019-01-22 1,66.111.54.570,1,0,0,1,1
7642,2019-01-22 5,2.177.12.738,1,0,0,5,1
7643,2019-01-22 8,54.36.148.934,1,0,0,8,1
7644,2019-01-22 2,2.179.141.896,0,1,0,2,1
7645,2019-01-22 7,40.77.167.256,1,0,0,7,1
7646,2019-01-22 3,5.78.198.666,0,1,0,3,1
7647,2019-01-12 7,5.62.206.151,1,0,0,7,1
7648,2019-01-22 1,207.46.13.383,1,0,0,1,1
7649,2019-01-23 6,54.36.148.126,1,0,0,6,1
7650,2019-01-21 8,5.62.206.565,1,0,0,8,1
7651,2019-01-22 7,31.56.96.50,1,0,0,7,1
7652,2019-01-22 4,66.249.66.865,3,0,0,4,3
7653,2019-01-22 1,91.99.72.189,1,0,0,1,1
7654,2019-01-22 1,91.99.72.311,0,1,0,1,1
7655,2019-01-19 0,54.36.148.324,1,0,0,0,1
7656,2019-01-22 8,2.179.141.223,0,1,0,8,1
7657,2019-01-22 2,66.249.66.629,1,1,0,2,2
7658,2019-01-22 5,5.78.198.952,1,0,0,5,1
7659,2019-01-22 7,207.46.13.28,1,0,0,7,1
7660,2019-01-22 5,5.211.97.749,1,0,0,5,1
7661,2019-01-22 8,66.111.54.665,1,0,0,8,1
7662,2019-01-22 5,207.46.13.493,1,0,0,5,1
7663,2019-01-22 10,91.99.72.740,1,0,0,10,1
7664,2019-01-22 4,66.249.66.109,1,0,0,4,1
7665,2019-01-22 4,54.36.148.97,1,0,0,4,1
7666,2019-01-22 6,91.99.72.930,1,0,0,6,1
7667,2019-01-31 0,5.62.206.5,1,0,0,0,1
7668,2019-01-22 11,66.249.66.964,1,1,0,11,2
7669,2019-01-22 6,5.209.200.46,1,0,0,6,1
7670,2019-01-18 10,204.18.198.248,0,1,0,10,1
7671,2019-01-22 4,40.77.167.82,1,0,0,4,1
7672,2019-01-22 5,2.177.12.557,1,0,0,5,1
7673,2019-01-22 11,54.36.148.977,1,0,0,11,1
7674,2019-01-22 7,66.111.54.411,1,0,0,7,1
7675,2019-01-22 0,2.177.12.531,1,0,0,0,1
7676,2019-01-22 8,66.249.66.876,0,1,0,8,1
7677,2019-01-22 0,207.46.13.640,1,0,0,0,1
7678,2019-01-22 11,2.179.141.907,0,1,0,11,1
7679,2019-01-22 0,66.249.66.957,1,1,0,0,2
7680,2019-01-22 11,5.209.200.765,1,0,0,11,1
7681,2019-01-22 3,204.18.198.498,1,0,0,3,1
7682,2019-01-22 11,66.111.54.322,1,0,0,11,1
7683,2019-01-27 9,5.62.206.182,1,0,0,9,1
7684,2019-01-22 3,5.78.198.763,1,0,0,3,1
7685,2019-01-22 3,5.78.198.947,1,0,0,3,1
7686,2019-01-22 11,66.249.66.266,2,0,0,11,2
7687,2019-01-26 1,54.36.148.946,1,0,0,1,1
7688,2019-01-16 11,54.36.148.970,1,0,0,11,1
7689,2019-01-22 8,66.111.54.764,1,0,0,8,1
7690,2019-01-22 0,2.177.12.273,1,0,0,0,1
7691,2019-01-22 5,5.78.198.86,1,0,0,5,1
7692,2019-01-13 7,54.36.148.382,1,0,0,7,1
7693,2019-01-22 2,2.177.12.807,1,0,0,2,1
7694,2019-01-22 8,2.177.12.785,1,0,0,8,1
7695,2019-01-22 0,40.77.167.973,1,0,0,0,1
7696,2019-01-22 11,5.211.97.216,1,0,0,11,1
7697,2019-01-22 7,5.211.97.225,1,0,0,7,1
7698,2019-01-11 1,204.18.198.248,0,1,0,1,1
7699,2019-01-22 4,54.36.148.386,1,0,0,4,1
7700,2019-01-22 9,204.18.198.436,1,0,0,9,1
7701,2019-01-22 1,5.209.200.534,1,0,0,1,1
7702,2019-01-22 11,2.179.141.871,0,1,0,11,1
7703,2019-01-11 6,5.62.206.586,1,0,0,6,1
7704,2019-01-22 5,5.209.200.527,1,0,0,5,1
7705,2019-01-22 8,2.179.141.271,0,1,0,8,1
7706,2019-01-22 10,207.46.13.963,1,0,0,10,1
7707,2019-01-22 4,5.211.97.481,1,0,0,4,1
7708,2019-01-22 10,31.56.96.86,1,0,0,10,1
7709,2019-01-22 5,5.209.200.598,1,0,0,5,1
7710,2019-01-22 3,5.78.198.861,0,1,0,3,1
7711,2019-01-31 1,54.36.148.839,1,0,0,1,1
7712,2019-01-20 9,5.62.206.441,1,0,0,9,1
7713,2019-01-22 5,66.111.54.801,1,0,0,5,1
7714,2019-01-14 0,66.249.66.194,0,1,0,0,1
7715,2019-01-22 1,2.177.12.747,1,0,0,1,1
7716,2019-01-22 0,66.249.66.100,1,0,0,0,1
7717,2019-01-22 10,91.99.72.1,0,1,0,10,1
7718,2019-01-22 0,2.177.12.782,1,0,0,0,1
7719,2019-01-10 4,5.62.206.9,1,0,0,4,1
7720,2019-01-22 9,66.249.66.291,1,0,0,9,1
7721,2019-01-22 5,5.209.200.403,1,0,0,5,1
7722,2019-01-22 9,66.111.54.79,2,0,0,9,2
7723,2019-01-28 10,66.249.66.194,0,1,0,10,1
7724,2019-01-22 8,91.99.72.758,0,1,0,8,1
7725,2019-01-22 4,5.209.200.460,1,0,0,4,1
7726,2019-01-12 2,5.62.206.596,1,0,0,2,1
7727,2019-01-22 9,66.111.54.160,1,0,0,9,1
7728,2019-01-22 1,54.36.148.668,1,0,0,1,1
7729,2019-01-22 2,207.46.13.308,1,0,0,2,1
7730,2019-01-22 7,5.211.97.164,1,0,0,7,1
7731,2019-01-22 2,66.249.66.503,1,0,0,2,1
7732,2019-01-28 3,2.177.12.140,1,0,0,3,1
7733,2019-01-22 10,66.249.66.577,1,0,0,10,1
7734,2019-01-22 0,66.111.54.173,1,0,0,0,1
7735,2019-01-22 8,40.77.167.738,1,0,0,8,1
7736,2019-01-22 10,5.211.97.45,1,0,0,10,1
7737,2019-01-25 0,54.36.148.86,1,0,0,0,1
7738,2019-01-22 7,31.56.96.17,1,0,0,7,1
7739,2019-01-22 0,91.99.72.664,0,1,0,0,1
7740,2019-01-19 1,54.36.148.390,1,0,0,1,1
7741,2019-01-22 1,91.99.72.620,0,1,0,1,1
7742,2019-01-22 7,66.111.54.174,1,0,0,7,1
7743,2019-01-22 7,91.99.72.715,1,0,0,7,1
7744,2019-01-22 11,207.46.13.686,1,0,0,11,1
7745,2019-01-22 9,66.249.66.60,1,0,0,9,1
7746,2019-01-22 5,66.249.66.248,1,0,0,5,1
7747,2019-01-22 2,66.249.66.28,0,1,0,2,1
7748,2019-01-22 5,5.62.206.259,1,0,0,5,1
7749,2019-01-22 5,66.111.54.945,1,0,0,5,1
7750,2019-01-22 9,5.209.200.134,1,0,0,9,1
7751,2019-01-22 0,207.46.13.780,1,0,0,0,1
7752,2019-01-22 3,66.249.66.740,2,0,0,3,2
7753,2019-01-22 7,66.249.66.615,1,1,0,7,2
7754,2019-01-22 8,66.249.66.259,0,1,0,8,1
7755,2019-01-22 2,66.249.66.915,1,0,0,2,1
7756,2019-01-22 2,66.249.66.637,1,1,0,2,2
7757,2019-01-22 8,5.209.200.815,1,0,0,8,1
7758,2019-01-22 0,66.249.66.655,0,1,0,0,1
7759,2019-01-22 3,66.249.66.844,1,0,0,3,1
7760,2019-01-22 5,66.249.66.730,2,0,0,5,2
7761,2019-01-22 7,66.249.66.852,0,1,0,7,1
7762,2019-01-22 6,66.249.66.929,1,0,0,6,1
7763,2019-01-22 6,66.111.54.346,1,0,0,6,1
7764,2019-01-22 11,2.179.141.273,0,1,0,11,1
7765,2019-01-22 5,66.249.66.35,1,0,0,5,1
7766,2019-01-22 4,66.249.66.747,0,1,0,4,1
7767,2019-01-22 4,5.78.198.322,0,1,0,4,1
7768,2019-01-22 9,66.249.66.202,2,0,0,9,2
7769,2019-01-22 8,91.99.72.506,1,0,0,8,1
7770,2019-01-22 7,66.249.66.439,2,0,0,7,2
7771,2019-01-22 8,66.249.66.627,1,0,0,8,1
7772,2019-01-22 5,66.249.66.448,1,0,0,5,1
7773,2019-01-22 0,5.211.97.794,1,0,0,0,1
7774,2019-01-22 8,66.111.54.672,1,0,0,8,1
7775,2019-01-22 4,31.56.96.452,1,0,0,4,1
7776,2019-01-22 8,66.249.66.930,1,0,0,8,1
7777,2019-01-22 4,207.46.13.947,1,0,0,4,1
7778,2019-01-22 3,66.249.66.983,1,0,0,3,1
7779,2019-01-22 4,207.46.13.670,1,0,0,4,1
7780,2019-01-22 0,91.99.72.247,1,0,0,0,1
7781,2019-01-22 1,66.249.66.99,1,0,0,1,1
7782,2019-01-22 1,66.249.66.656,1,0,0,1,1
7783,2019-01-22 10,2.179.141.354,0,1,0,10,1
7784,2019-01-22 5,91.99.72.602,2,0,0,5,2
7785,2019-01-22 10,40.77.167.726,1,0,0,10,1
7786,2019-01-22 1,66.249.66.762,1,0,0,1,1
7787,2019-01-22 8,5.211.97.517,1,0,0,8,1
7788,2019-01-22 1,5.211.97.953,1,0,0,1,1
7789,2019-01-22 11,66.111.54.426,1,0,0,11,1
7790,2019-01-22 5,91.99.72.889,1,1,0,5,2
7791,2019-01-22 4,5.211.97.347,1,0,0,4,1
7792,2019-01-22 8,54.36.148.6,1,0,0,8,1
7793,2019-01-22 2,54.36.148.658,1,0,0,2,1
7794,2019-01-22 4,66.111.54.204,1,0,0,4,1
7795,2019-01-22 1,204.18.198.676,1,0,0,1,1
7796,2019-01-22 6,5.211.97.401,1,0,0,6,1
7797,2019-01-22 6,66.249.66.427,2,0,0,6,2
7798,2019-01-22 2,66.249.66.495,2,0,0,2,2
7799,2019-01-12 1,66.249.66.194,0,1,0,1,1
7800,2019-01-22 9,66.249.66.485,3,0,0,9,3
7801,2019-01-22 2,54.36.148.133,1,0,0,2,1
7802,2019-01-22 0,66.111.54.556,1,0,0,0,1
7803,2019-01-22 6,66.249.66.528,1,0,0,6,1
7804,2019-01-22 8,5.209.200.183,1,0,0,8,1
7805,2019-01-22 4,5.209.200.825,1,0,0,4,1
7806,2019-01-22 6,66.249.66.949,1,0,0,6,1
7807,2019-01-22 10,2.179.141.664,0,1,0,10,1
7808,2019-01-22 0,66.249.66.972,1,0,0,0,1
7809,2019-01-22 9,54.36.148.125,1,0,0,9,1
7810,2019-01-22 2,5.78.198.834,1,1,0,2,2
7811,2019-01-22 1,66.249.66.301,1,0,0,1,1
7812,2019-01-22 11,5.78.198.975,1,0,0,11,1
7813,2019-01-25 1,66.249.66.194,0,1,0,1,1
7814,2019-01-22 2,31.56.96.94,1,0,0,2,1
7815,2019-01-22 10,66.249.66.761,2,0,0,10,2
7816,2019-01-22 11,207.46.13.747,1,0,0,11,1
7817,2019-01-22 4,40.77.167.78,1,0,0,4,1
7818,2019-01-13 0,5.62.206.389,1,0,0,0,1
7819,2019-01-22 7,2.177.12.391,1,0,0,7,1
7820,2019-01-22 7,2.179.141.998,0,1,0,7,1
7821,2019-01-22 10,66.249.66.139,1,0,0,10,1
7822,2019-01-22 11,91.99.72.101,1,0,0,11,1
7823,2019-01-22 0,2.177.12.229,1,0,0,0,1
7824,2019-01-22 7,66.249.66.849,1,0,0,7,1
7825,2019-01-22 6,91.99.72.567,0,1,0,6,1
7826,2019-01-22 8,66.249.66.403,1,0,0,8,1
7827,2019-01-22 6,207.46.13.403,1,0,0,6,1
7828,2019-01-22 9,54.36.148.19,1,0,0,9,1
7829,2019-01-22 7,5.78.198.158,0,1,0,7,1
7830,2019-01-22 10,66.249.66.867,1,0,0,10,1
7831,2019-01-22 2,31.56.96.512,1,0,0,2,1
7832,2019-01-22 11,207.46.13.217,1,0,0,11,1
7833,2019-01-22 8,40.77.167.981,1,0,0,8,1
7834,2019-01-14 6,66.249.66.194,0,1,0,6,1
7835,2019-01-22 4,91.99.72.524,0,1,0,4,1
7836,2019-01-22 1,91.99.72.931,0,1,0,1,1
7837,2019-01-22 2,91.99.72.863,1,0,0,2,1
7838,2019-01-22 0,204.18.198.994,1,0,0,0,1
7839,2019-01-22 3,5.211.97.388,1,0,0,3,1
7840,2019-01-22 7,31.56.96.422,1,0,0,7,1
7841,2019-01-22 0,5.211.97.958,1,0,0,0,1
7842,2019-01-22 2,5.78.198.487,0,1,0,2,1
7843,2019-01-22 6,5.211.97.913,1,0,0,6,1
7844,2019-01-22 10,66.249.66.762,1,0,0,10,1
7845,2019-01-22 6,66.249.66.159,1,0,0,6,1
7846,2019-01-22 1,66.249.66.843,1,0,0,1,1
7847,2019-01-22 2,66.249.66.91,1,1,0,2,2
7848,2019-01-17 3,5.209.200.218,2,0,0,3,2
7849,2019-01-22 7,5.78.198.744,0,1,0,7,1
7850,2019-01-22 5,66.111.54.986,1,0,0,5,1
7851,2019-01-22 5,204.18.198.186,1,0,0,5,1
7852,2019-01-22 2,66.249.66.900,0,1,0,2,1
7853,2019-01-22 2,40.77.167.164,1,0,0,2,1
7854,2019-01-22 3,5.78.198.143,0,1,0,3,1
7855,2019-01-22 1,66.111.54.469,1,0,0,1,1
7856,2019-01-22 8,207.46.13.398,1,0,0,8,1
7857,2019-01-22 10,54.36.148.161,0,1,0,10,1
7858,2019-01-22 8,207.46.13.600,1,0,0,8,1
7859,2019-01-22 11,2.179.141.424,0,1,0,11,1
7860,2019-01-22 7,66.249.66.676,2,1,0,7,3
7861,2019-01-22 1,5.211.97.267,1,0,0,1,1
7862,2019-01-22 5,5.78.198.401,0,1,0,5,1
7863,2019-01-22 0,66.249.66.358,2,0,0,0,2
7864,2019-01-22 8,204.18.198.602,1,0,0,8,1
7865,2019-01-22 8,66.249.66.591,1,0,0,8,1
7866,2019-01-19 7,54.36.148.70,1,0,0,7,1
7867,2019-01-22 8,66.111.54.828,2,0,0,8,2
7868,2019-01-14 3,54.36.148.13,1,0,0,3,1
7869,2019-01-22 11,207.46.13.880,1,0,0,11,1
7870,2019-01-22 2,66.249.66.550,1,0,0,2,1
7871,2019-01-22 10,54.36.148.181,1,0,0,10,1
7872,2019-01-11 10,54.36.148.980,1,0,0,10,1
7873,2019-01-22 11,54.36.148.765,1,0,0,11,1
7874,2019-01-22 10,5.78.198.91,1,0,0,10,1
7875,2019-01-22 0,5.211.97.819,1,0,0,0,1
7876,2019-01-22 0,66.249.66.923,1,0,0,0,1
7877,2019-01-22 6,207.46.13.934,1,0,0,6,1
7878,2019-01-22 10,204.18.198.851,1,0,0,10,1
7879,2019-01-22 6,66.111.54.979,1,0,0,6,1
7880,2019-01-22 10,54.36.148.83,1,0,0,10,1
7881,2019-01-22 2,204.18.198.482,1,0,0,2,1
7882,2019-01-22 5,5.209.200.653,1,0,0,5,1
7883,2019-01-22 9,204.18.198.503,1,0,0,9,1
7884,2019-01-22 5,66.111.54.530,1,0,0,5,1
7885,2019-01-22 4,2.177.12.95,1,0,0,4,1
7886,2019-01-22 7,66.249.66.331,1,0,0,7,1
7887,2019-01-14 5,5.62.206.644,1,0,0,5,1
7888,2019-01-22 6,40.77.167.93,1,0,0,6,1
7889,2019-01-22 0,66.249.66.152,1,0,0,0,1
7890,2019-01-22 5,207.46.13.345,1,0,0,5,1
7891,2019-01-22 1,5.211.97.427,1,0,0,1,1
7892,2019-01-22 4,5.78.198.720,1,0,0,4,1
7893,2019-01-22 7,204.18.198.582,1,0,0,7,1
7894,2019-01-22 6,66.249.66.414,2,0,0,6,2
7895,2019-01-22 2,66.249.66.447,1,0,0,2,1
7896,2019-01-22 9,66.111.54.10,1,0,0,9,1
7897,2019-01-22 1,66.249.66.560,1,0,0,1,1
7898,2019-01-22 9,5.211.97.815,1,0,0,9,1
7899,2019-01-22 3,207.46.13.794,1,0,0,3,1
7900,2019-01-22 7,2.177.12.665,1,0,0,7,1
7901,2019-01-22 2,91.99.72.477,0,1,0,2,1
7902,2019-01-22 1,66.249.66.992,0,1,0,1,1
7903,2019-01-22 5,91.99.72.754,1,0,0,5,1
7904,2019-01-22 4,66.111.54.705,1,0,0,4,1
7905,2019-01-22 2,5.209.200.170,1,0,0,2,1
7906,2019-01-22 7,66.249.66.636,1,0,0,7,1
7907,2019-01-22 3,66.111.54.853,1,0,0,3,1
7908,2019-01-22 4,91.99.72.188,0,1,0,4,1
7909,2019-01-26 4,66.249.66.194,0,1,0,4,1
7910,2019-01-11 7,54.36.148.929,1,0,0,7,1
7911,2019-01-22 10,2.177.12.741,1,0,0,10,1
7912,2019-01-22 10,66.111.54.686,1,0,0,10,1
7913,2019-01-22 1,5.209.200.163,2,0,0,1,2
7914,2019-01-22 2,5.78.198.969,1,0,0,2,1
7915,2019-01-22 11,66.111.54.893,1,0,0,11,1
7916,2019-01-22 5,2.177.12.238,1,0,0,5,1
7917,2019-01-22 10,2.177.12.566,1,0,0,10,1
7918,2019-01-22 3,66.111.54.772,1,0,0,3,1
7919,2019-01-22 1,66.111.54.109,1,0,0,1,1
7920,2019-01-22 11,66.249.66.713,2,0,0,11,2
7921,2019-01-22 2,207.46.13.527,1,0,0,2,1
7922,2019-01-22 11,66.249.66.882,2,0,0,11,2
7923,2019-01-22 10,5.209.200.504,1,0,0,10,1
7924,2019-01-22 11,2.177.12.680,2,0,0,11,2
7925,2019-01-22 7,66.111.54.580,1,0,0,7,1
7926,2019-01-27 3,66.249.64.66,1,0,0,3,1
7927,2019-01-22 0,31.56.96.738,1,0,0,0,1
7928,2019-01-22 11,2.179.141.204,0,1,0,11,1
7929,2019-01-22 9,66.111.54.72,1,0,0,9,1
7930,2019-01-22 2,5.78.198.407,0,1,0,2,1
7931,2019-01-22 9,66.111.54.800,1,0,0,9,1
7932,2019-01-22 2,66.111.54.874,1,0,0,2,1
7933,2019-01-18 11,5.62.206.210,1,0,0,11,1
7934,2019-01-22 8,5.62.206.98,1,0,0,8,1
7935,2019-01-22 1,5.209.200.608,1,0,0,1,1
7936,2019-01-22 3,66.111.54.957,1,0,0,3,1
7937,2019-01-22 0,204.18.198.239,1,0,0,0,1
7938,2019-01-22 8,40.77.167.828,1,0,0,8,1
7939,2019-01-22 8,66.249.66.228,1,0,0,8,1
7940,2019-01-22 11,66.249.66.925,2,0,0,11,2
7941,2019-01-22 4,2.179.141.96,0,1,0,4,1
7942,2019-01-22 5,66.249.66.109,1,1,0,5,2
7943,2019-01-22 10,66.249.66.441,1,0,0,10,1
7944,2019-01-22 4,66.111.54.159,1,0,0,4,1
7945,2019-01-22 10,5.211.97.382,1,0,0,10,1
7946,2019-01-23 3,5.62.206.624,1,0,0,3,1
7947,2019-01-22 5,2.177.12.515,1,0,0,5,1
7948,2019-01-22 11,5.211.97.139,1,0,0,11,1
7949,2019-01-22 7,5.78.198.599,1,0,0,7,1
7950,2019-01-22 11,66.249.66.27,1,0,0,11,1
7951,2019-01-22 11,5.78.198.550,0,1,0,11,1
7952,2019-01-22 2,66.249.66.661,0,1,0,2,1
7953,2019-01-15 4,5.62.206.603,1,0,0,4,1
7954,2019-01-21 7,5.62.206.784,1,0,0,7,1
7955,2019-01-23 3,66.249.66.91,1,0,0,3,1
7956,2019-01-22 5,91.99.72.801,1,1,0,5,2
7957,2019-01-22 10,91.99.72.918,1,1,0,10,2
7958,2019-01-22 7,2.177.12.964,1,0,0,7,1
7959,2019-01-22 0,5.211.97.878,1,0,0,0,1
7960,2019-01-31 1,5.62.206.884,1,0,0,1,1
7961,2019-01-22 2,66.249.66.312,1,0,0,2,1
7962,2019-01-22 5,5.209.200.111,1,0,0,5,1
7963,2019-01-22 10,5.78.198.132,0,1,0,10,1
7964,2019-01-22 9,2.179.141.747,0,1,0,9,1
7965,2019-01-22 6,66.111.54.269,1,0,0,6,1
7966,2019-01-22 9,66.249.66.284,1,0,0,9,1
7967,2019-01-22 10,5.211.97.288,1,0,0,10,1
7968,2019-01-22 7,31.56.96.2,1,0,0,7,1
7969,2019-01-22 0,207.46.13.843,1,0,0,0,1
7970,2019-01-22 10,66.111.54.32,1,0,0,10,1
7971,2019-01-22 5,91.99.72.695,0,1,0,5,1
7972,2019-01-22 6,5.209.200.690,1,0,0,6,1
7973,2019-01-22 10,91.99.72.977,1,0,0,10,1
7974,2019-01-22 10,66.249.66.687,1,0,0,10,1
7975,2019-01-22 11,204.18.198.817,1,0,0,11,1
7976,2019-01-22 4,31.56.96.428,1,0,0,4,1
7977,2019-01-14 0,5.62.206.784,1,0,0,0,1
7978,2019-01-22 8,91.99.72.130,1,0,0,8,1
7979,2019-01-22 9,5.78.198.528,0,1,0,9,1
7980,2019-01-22 7,66.249.66.688,1,1,0,7,2
7981,2019-01-22 8,66.111.54.639,1,0,0,8,1
7982,2019-01-22 4,91.99.72.577,0,1,0,4,1
7983,2019-01-22 7,2.179.141.444,0,1,0,7,1
7984,2019-01-22 11,2.177.12.784,1,0,0,11,1
7985,2019-01-22 10,5.209.200.159,1,0,0,10,1
7986,2019-01-22 0,5.209.200.912,1,0,0,0,1
7987,2019-01-22 2,2.179.141.918,0,1,0,2,1
7988,2019-01-22 1,2.177.12.281,1,0,0,1,1
7989,2019-01-22 7,54.36.148.554,1,0,0,7,1
7990,2019-01-22 4,2.177.12.195,1,0,0,4,1
7991,2019-01-24 6,54.36.148.336,1,0,0,6,1
7992,2019-01-22 7,2.177.12.919,1,0,0,7,1
7993,2019-01-22 8,66.249.66.281,1,0,0,8,1
7994,2019-01-22 11,66.249.66.112,1,0,0,11,1
7995,2019-01-22 11,2.177.12.379,1,0,0,11,1
7996,2019-01-22 10,5.211.97.178,1,0,0,10,1
7997,2019-01-22 6,66.111.54.803,1,0,0,6,1
7998,2019-01-22 0,91.99.72.411,0,1,0,0,1
7999,2019-01-22 8,66.111.54.171,1,0,0,8,1
8000,2019-01-22 10,5.209.200.357,1,0,0,10,1
8001,2019-01-22 2,66.249.66.245,1,0,0,2,1
8002,2019-01-22 2,2.177.12.429,1,0,0,2,1
8003,2019-01-22 0,5.211.97.183,1,0,0,0,1
8004,2019-01-12 8,5.62.206.291,1,0,0,8,1
8005,2019-01-22 2,207.46.13.849,1,0,0,2,1
8006,2019-01-22 0,5.78.198.900,0,1,0,0,1
8007,2019-01-22 0,2.177.12.704,1,0,0,0,1
8008,2019-01-22 0,40.77.167.937,1,0,0,0,1
8009,2019-01-22 0,66.111.54.166,1,0,0,0,1
8010,2019-01-22 2,66.111.54.79,1,0,0,2,1
8011,2019-01-19 6,5.211.97.39,0,1,0,6,1
8012,2019-01-22 1,54.36.148.603,1,0,0,1,1
8013,2019-01-22 4,40.77.167.865,1,0,0,4,1
8014,2019-01-22 0,5.209.200.435,1,0,0,0,1
8015,2019-01-22 10,66.249.66.871,1,0,0,10,1
8016,2019-01-22 9,91.99.72.884,0,1,0,9,1
8017,2019-01-22 2,31.56.96.344,1,0,0,2,1
8018,2019-01-22 10,5.78.198.409,0,1,0,10,1
8019,2019-01-28 9,54.36.148.934,1,0,0,9,1
8020,2019-01-22 6,54.36.148.112,1,0,0,6,1
8021,2019-01-22 0,204.18.198.981,1,0,0,0,1
8022,2019-01-22 3,5.209.200.218,6,2,0,3,8
8023,2019-01-22 3,66.249.66.324,2,0,0,3,2
8024,2019-01-22 7,91.99.72.622,1,0,0,7,1
8025,2019-01-22 1,66.111.54.375,1,0,0,1,1
8026,2019-01-22 5,91.99.72.111,0,1,0,5,1
8027,2019-01-22 7,66.249.66.833,3,0,0,7,3
8028,2019-01-22 9,66.111.54.376,1,0,0,9,1
8029,2019-01-22 4,66.249.66.380,1,0,0,4,1
8030,2019-01-22 2,91.99.72.659,1,0,0,2,1
8031,2019-01-22 0,66.249.66.208,1,0,0,0,1
8032,2019-01-22 9,66.249.66.251,0,1,0,9,1
8033,2019-01-22 7,66.249.66.973,2,1,0,7,3
8034,2019-01-22 8,66.249.66.946,1,0,0,8,1
8035,2019-01-22 3,2.177.12.888,1,0,0,3,1
8036,2019-01-22 3,2.177.12.473,1,0,0,3,1
8037,2019-01-22 9,2.177.12.811,1,0,0,9,1
8038,2019-01-22 6,66.111.54.442,1,0,0,6,1
8039,2019-01-22 6,5.211.97.947,1,0,0,6,1
8040,2019-01-22 1,91.99.72.387,1,0,0,1,1
8041,2019-01-22 4,204.18.198.129,1,0,0,4,1
8042,2019-01-22 1,66.249.66.371,1,0,0,1,1
8043,2019-01-22 4,91.99.72.867,0,1,0,4,1
8044,2019-01-22 1,5.78.198.243,1,0,0,1,1
8045,2019-01-22 5,40.77.167.900,1,0,0,5,1
8046,2019-01-26 11,5.62.206.382,1,0,0,11,1
8047,2019-01-23 3,207.46.13.136,1,0,0,3,1
8048,2019-01-22 11,5.209.200.939,1,0,0,11,1
8049,2019-01-22 7,5.209.200.680,1,0,0,7,1
8050,2019-01-22 4,66.249.66.221,1,0,0,4,1
8051,2019-01-22 1,2.179.141.309,0,1,0,1,1
8052,2019-01-22 0,5.211.97.63,1,0,0,0,1
8053,2019-01-22 5,66.249.66.959,3,0,0,5,3
8054,2019-01-22 9,2.179.141.851,0,1,0,9,1
8055,2019-01-22 7,5.211.97.690,1,0,0,7,1
8056,2019-01-22 7,91.99.72.967,0,1,0,7,1
8057,2019-01-22 0,2.177.12.146,1,0,0,0,1
8058,2019-01-22 10,66.249.66.850,1,1,0,10,2
8059,2019-01-21 10,54.36.148.776,1,0,0,10,1
8060,2019-01-22 11,40.77.167.978,1,0,0,11,1
8061,2019-01-22 7,2.177.12.515,1,0,0,7,1
